"","X1.Methyladenosine..282.1...150.0.","X1.Methylhistamine..126.0...109.0.","X2.Aminoadipate..160.1...116.0.","X2..Deoxyuridine..229.1...113.0.","X3.Nitro.tyrosine..225.0...179.3.","X4.Pyridoxic.acid..182.1...138.0.","X5.Hydroxytryptophan..221.0...134.0.","Acetoacetate..101.0...57.0.","Acetylcholine..146.1...87.0.","Aconitate..173.0...129.0.","Adenosine..268.1...136.0.","Adenylosuccinate..462.1...79.0.","Adipic.Acid..144.9...83.0.","Alanine..90.0...44.0.","Allantoin..157.0...114.0.","Alpha.Ketoglutaric.Acid..145.0...101.0.","Aminoisobutyrate..104.1...86.0.","AMP..346.1...134.0.","Anthranilate..136.0...118.0.","Arginine..175.1...70.0.","Asparagine..133.1...74.0.","Aspartic.Acid..132.0...88.0.","Betaine..118.0...58.0.","Biotin..243.1...200.0.","Carnitine..163.1...85.0.","Choline..104.1...60.0.","Citraconic.Acid..129.0...85.0.","Citrulline..174.0...131.0.","Creatine..132.1...90.0.","Creatinine..114.1...44.0.","Cystamine..153.0...108.0.","Cystathionine..221.1...134.0.","Cystine..239.0...97.0.","Cytidine..244.1...112.0.","Cytosine..112.0...95.0.","D.GA3P.DHAP..168.9...78.8.","Dimethylglycine..104.1...58.0.","D.Leucic.Acid..133.1...87.0.","DTMP..321.1...79.0.","Epinephrine..184.1...166.3.","Erythrose..199.0...97.0.","F16BP.F26BP..339.0...79.0.","Fructose..179.0...89.0..3..","Fumaric..115.0...71.0.","G16BP..339.0...79.0..2..","gama.Aminobutyrate..102.1...85.0.","Glucoronate..193.0...113.0.","Glucose..179.0...89.0.","Glutamic.acid..148.1...84.0.","Glutamine..147.1...84.0.","Glutaric.Acid..131.0...87.0.","Glyceraldehyde..89.0...59.0.","Glycerate..105.0...75.0.","Glycerol.3.P..171.0...79.0.","Glycine..76.0...30.2.","Glycochenodeoxycholate..448.3...74.0.","Glycocholate..464.3...74.0.","Guanidinoacetate..116.1...70.0.","Guanosine..284.1...152.0.","Histidine..156.1...110.0.","Homogentisate..167.0...123.0.","Homovanilate..181.0...137.0.","Hydroxyproline.Aminolevulinate..132.1...86.2.","Hypoxanthine..135.0...92.0.","Hyppuric.Acid..178.0...134.0.","IMP..347.0...79.0.","Inosine..269.1...137.0.","Kynorenate..188.0...144.0.","lactate..89.0...43.0.","Leucine.iso.Leucine..132.1...86.2..2..","Linoleic.Acid..277.1...259.0.","Linolenic.Acid..279.1...261.0.","L.Kynurenine..209.1...94.0.","Lysine..147.1...84.0..2..","Malate..133.0...115.0.","Maleic.Acid..115.0...71.0..2..","Malonic.Acid.3HBA..103.0...59.0.","Margaric.Acid..269.1...251.3.","Methionine..150.1...61.0.","MethylSuccinate..131.0...113.0.","N2.N2.Dimethylguanosine..312.1...180.0.","N.AcetylGlycine..116.0...74.0.","Niacinamide..123.0...80.0.","OH.Phenylpyruvate..179.0...107.0.","Ornithine..133.1...70.0.","Orotate..155.0...111.0.","Oxalic.Acid..89.0...61.0.","Oxaloacetate..131.0...87.0..2..","Pentothenate..218.1...88.0.","PEP..166.9...79.0.","Phenylalanine..166.1...120.2.","Proline..116.1...70.0.","Propionate..73.0...55.0.","Pyridoxal.5.P..246.0...96.9.","Pyroglutamic.Acid..130.0...83.4.","Pyruvate..87.0...43.0.","Reduced.glutatione..306.1...143.0.","Salicylurate..196.1...152.0.","Serine..106.0...60.0.","Shikimic.Acid..173.0...93.0.","Sorbitol..183.0...91.0.","Succinate.Methylmalonate..117.0...73.0.","Taurine..126.0...108.0.","Threonine..120.1...102.0.","Trimethylamine.N.oxide..76.1...58.0.","Tryptophan..205.1...146.0.","Tyrosine..182.1...136.3.","Urate..167.0...124.0.","Uridine..245.0...113.0.","Valine..118.1...72.0.","Xanthine..151.0...108.0.","Xanthosine..283.1...151.0.","Xanthurenate..204.0...160.0."
"74","252271.5","42592.15"," 108721.95","19890.480"," 73916.83","349743.2"," 85878.66"," 155581.11","1525593.1"," 370444.6","  26113.646"," 10811.744","  66409.28"," 6720093"," 54342.30","1915101"," 92817.12","174687.1"," 16078.836","14904168"," 540561.8"," 976488.4","42988555","131631.78","100176.96","26369283"," 625097.0"," 8727833"," 4771924"," 9537700"," 104429.16","14186.858","215821.4","23841.547","146990.904"," 923729.7","1344904.7","  17924.82","203953.4","329314.1","165904.78"," 867617.1"," 113319.53","2720681","460384.5","33775.63","308850.30","57065957","3229726.2","36397768"," 238707.6"," 48603.67"," 195143.9","579223.45","185390.77"," 2181805.525"," 426089.283","39610.20","  9046.936","18141408","1263557.0"," 758981.9"," 710426.4","1613650.9"," 286779.69","  45732.00"," 36507.168"," 51447.23","22161389","29596538"," 57115.836","1183770.6","125174.65","10383149"," 5610338","2328563","12773946"," 60219.44"," 496886.7","1037626.8","12498.132"," 395687.6"," 69010.087"," 82706.46","4094303"," 667543.15"," 63077.41"," 269514.3"," 79534.32","139561.41","11436701","32662886"," 6677.667","811425.23","118709.65"," 76683.79"," 96695.68","31187.808","3623209"," 1104681.2"," 89054.02","1716714","1431978.9","226029.9"," 7704418.2","1817066.5","2967606","71760851","21891.626","2501619"," 2042025.7","  28680.844"," 71570.27"
"75","252271.5","45732.00"," 165904.78","21891.626"," 96695.68","395687.6","139561.41"," 460384.47","2042025.7"," 540561.8","  31187.808"," 26113.646","  71570.27"," 6720093"," 36507.17","2181806"," 69010.09","238707.6"," 10811.744","14904168"," 758981.9","1431978.9","36397768","203953.43","131631.78","12773946"," 811425.2"," 7704418","10383149"," 8727833"," 108721.95","19890.480","215821.4","16078.836"," 60219.439","1037626.8","1716714.3","  57115.84","226029.9","426089.3","195143.87"," 976488.4","  89054.02","2328563","579223.5","39610.20","370444.55","57065957","2501618.8","42988555"," 349743.2"," 42592.15"," 185390.8","329314.09","269514.28","   51447.231","  14186.858","54342.30","  6677.667","26369283","1104681.2"," 867617.1"," 667543.2","1817066.5"," 496886.70","  79534.32"," 33775.632"," 48603.67","22161389","32662886"," 92817.123","1183770.6"," 76683.79","11436701"," 4771924","1915101","18141408"," 73916.83"," 710426.4","1344904.7"," 9046.936"," 625097.0"," 66409.277","100176.96","5610338","  85878.66","113319.53"," 286779.7","174687.13","146990.90"," 9537700","29596538","12498.132"," 63077.41","104429.16"," 82706.46","155581.11","23841.547","3623209","  923729.7","125174.65","1613651","1525593.1","308850.3"," 4094303.2","2720680.7","3229726","71760851","28680.844","2967606"," 1263557.0","  17924.823","118709.65"
"76","286779.7","39610.20"," 269514.28","14186.858"," 69010.09","370444.6"," 92817.12"," 540561.79","1716714.3"," 460384.5","  23841.547"," 12498.132"," 113319.53"," 5610338"," 45732.00","1915101"," 71570.27","238707.6"," 19890.480","14904168"," 811425.2","1183770.6","32662886","174687.13","108721.95","12773946"," 758981.9"," 7704418","10383149"," 9537700"," 165904.78","10811.744","215821.4"," 9046.936"," 21891.626"," 976488.4","1613650.9","  26113.65","226029.9","395687.6","139561.41"," 867617.1","  48603.67","2181806","579223.5","36507.17","496886.70","57065957","2720680.7","36397768"," 308850.3"," 51447.23"," 155581.1","329314.09","252271.47","  203953.434","  28680.844","54342.30"," 42592.153","18141408","1104681.2"," 710426.4","1037626.8","2328562.6"," 104429.16","  60219.44","195143.868"," 57115.84","22161389","29596538"," 85878.656","1344904.7"," 76683.79","11436701"," 2967606","1817067","26369283"," 63077.41"," 625097.0","1263557.0"," 6677.667"," 667543.2"," 66409.277"," 73916.83","4771924","  82706.46"," 89054.02"," 349743.2","185390.77","146990.90"," 8727833","42988555","16078.836","100176.96"," 79534.32"," 96695.68","131631.78","31187.808","3623209","  923729.7","118709.65","1525593","1431978.9","426089.3"," 6720092.7","2501618.8","3229726","71760851","33775.632","4094303"," 2042025.7","  17924.823","125174.65"
"77","329314.1","28680.84"," 195143.87","14186.858","113319.53","349743.2"," 85878.66","  89054.02","1431978.9"," 540561.8","  26113.646"," 45732.003","  79534.32"," 6720093"," 63077.41","1915101"," 39610.20","226029.9","146990.904","18141408"," 579223.5"," 710426.4","32662886","125174.65","100176.96"," 7704418","1037626.8","11436701"," 9537700","10383149","  42592.15","21891.626","185390.8","17924.823"," 10811.744","1104681.2"," 758981.9","  19890.48","238707.6","308850.3","155581.11"," 923729.7"," 460384.47","2042026","370444.6","33775.63","395687.64","71760851"," 976488.4","42988555"," 426089.3"," 57115.84"," 811425.2","215821.41","252271.47","   73916.831","   6677.667","36507.17"," 66409.277","14904168","1263557.0"," 667543.2","2328562.6","2720680.7"," 118709.65"," 165904.78","269514.283"," 48603.67","29596538","22161389"," 82706.457","1525593.1"," 71570.27"," 8727833"," 4771924","1716714","26369283"," 51447.23"," 867617.1","1344904.7","12498.132"," 496886.7"," 54342.302"," 96695.68","4094303","  69010.09","108721.95"," 625097.0","203953.43","139561.41","12773946","36397768"," 9046.936","174687.13"," 60219.44","131631.78","104429.16","31187.808","3623209"," 5610338.3"," 76683.79","2967606","1183770.6","286779.7"," 1613650.9","3229726.2","2181806","57065957","16078.836","2501619"," 1817066.5","  23841.547"," 92817.12"
"78","426089.3","42592.15"," 286779.69","12498.132","108721.95","395687.6","104429.16","  48603.67","2501618.8"," 540561.8","  26113.646"," 33775.632","  85878.66"," 5610338"," 96695.68","1613651"," 45732.00","269514.3"," 69010.087","18141408"," 579223.5","1431978.9","42988555","155581.11","118709.65"," 7704418"," 811425.2","12773946"," 6720093"," 9537700","  89054.02"," 6677.667","215821.4","17924.823","  9046.936","1037626.8","1104681.2","  28680.84","238707.6","349743.2","165904.78"," 976488.4"," 625096.99","1915101","496886.7","31187.81","460384.47","71760851","2042025.7","29596538"," 252271.5"," 63077.41"," 308850.3","195143.87","226029.94","  131631.776","  21891.626","60219.44"," 10811.744","14904168","1183770.6"," 758981.9"," 867617.1","1817066.5","  76683.79"," 100176.96"," 82706.457"," 57115.84","36397768","26369283"," 36507.168"," 667543.2"," 66409.28"," 8727833"," 4094303","1525593","10383149"," 51447.23"," 923729.7","1263557.0","14186.858"," 370444.6"," 54342.302"," 73916.83","2967606"," 710426.42","125174.65"," 203953.4"," 71570.27","139561.41","11436701","32662886","16078.836","146990.90"," 79534.32","174687.13"," 92817.12","23841.547","2328563","22161388.9","113319.53","2181806","1344904.7","329314.1"," 3623209.4","4771923.9","2720681","57065957","19890.480","3229726"," 1716714.3","  39610.198","185390.77"
"79","395687.6","26113.65"," 215821.41","17924.823","108721.95","370444.6"," 92817.12","  73916.83","1817066.5"," 426089.3","  23841.547"," 36507.168","  69010.09"," 7704418"," 79534.32","2328563"," 63077.41","252271.5","131631.776","22161389"," 976488.4"," 811425.2","42988555","155581.11","139561.41","10383149"," 710426.4","14904168"," 6720093","11436701","  51447.23"," 9046.936","238707.6","12498.132"," 48603.666"," 923729.7","1263557.0","  60219.44","269514.3","329314.1","185390.77"," 867617.1"," 625096.99","1716714","460384.5","33775.63","496886.70","71760851","1915101.2","36397768"," 308850.3"," 57115.84"," 579223.5","125174.65","226029.94","   39610.198","   6677.667","45732.00"," 10811.744","18141408","1037626.8"," 758981.9","1183770.6","1431978.9"," 203953.43"," 118709.65"," 31187.808"," 66409.28","32662886","26369283","100176.963","1525593.1"," 42592.15"," 8727833"," 4771924","1344905","12773946"," 71570.27"," 540561.8","2042025.7","19890.480"," 667543.2"," 54342.302"," 82706.46","4094303","  85878.66","113319.53"," 349743.2","146990.90","174687.13"," 9537700","29596538","14186.858","165904.78"," 76683.79","195143.87"," 96695.68","21891.626","2720681"," 3623209.4"," 89054.02","2181806","1104681.2","286779.7"," 5610338.3","3229726.2","2501619","57065957","16078.836","2967606"," 1613650.9","  28680.844","104429.16"
"80","308850.3","28680.84"," 185390.77"," 9046.936","104429.16","286779.7"," 66409.28","  63077.41","2328562.6"," 426089.3","  19890.480"," 45732.003","  39610.20"," 6720093"," 96695.68","1915101"," 33775.63","226029.9","100176.963","14904168"," 923729.7","1183770.6","42988555","174687.13"," 85878.66"," 8727833"," 625097.0","12773946"," 5610338","11436701","  79534.32","10811.744","195143.9","14186.858"," 92817.123","1104681.2"," 976488.4"," 370444.55","203953.4","269514.3","131631.78","1037626.8"," 710426.42","1613651","540561.8","23841.55","349743.15","71760851","1716714.3","32662886"," 329314.1"," 36507.17"," 460384.5","215821.41","238707.58","  139561.408","  31187.808","26113.65"," 69010.087","18141408","1263557.0"," 579223.5"," 811425.2","4094303.2"," 146990.90","  71570.27","395687.644"," 48603.67","29596538","22161389"," 57115.836"," 867617.1"," 54342.30"," 9537700"," 4771924","1344905"," 7704418"," 42592.15"," 758981.9","1431978.9","12498.132"," 667543.2"," 51447.231"," 82706.46","3229726","  73916.83","125174.65"," 496886.7","118709.65","108721.95","10383149","26369283"," 6677.667","155581.11"," 60219.44","165904.78"," 89054.02","17924.823","2967606","36397767.5"," 76683.79","1817067","1525593.1","252271.5"," 2042025.7","3623209.4","2720681","57065957","16078.836","2181806"," 2501618.8","  21891.626","113319.53"
"81","329314.1","36507.17"," 238707.58","10811.744"," 79534.32","349743.2"," 71570.27"," 131631.78","1183770.6"," 758981.9","  26113.646"," 63077.407"," 155581.11"," 4771924"," 89054.02","1525593"," 42592.15","195143.9","104429.164","12773946"," 667543.2","2042025.7","29596538","125174.65"," 85878.66"," 9537700"," 923729.7"," 8727833","14904168"," 7704418"," 139561.41"," 9046.936","203953.4","19890.480"," 17924.823"," 867617.1","1104681.2","  21891.63","226029.9","308850.3"," 96695.68"," 811425.2"," 625096.99","1263557","496886.7","28680.84","395687.64","71760851","5610338.3","22161389"," 269514.3"," 57115.84"," 426089.3","185390.77","215821.41","  540561.785"," 118709.648","39610.20","  6677.667","10383149","1613650.9"," 710426.4","1716714.3","2328562.6"," 113319.53","  66409.28"," 23841.547"," 54342.30","32662886","18141408"," 92817.123","1344904.7"," 60219.44"," 6720093"," 3623209","1037627","36397768"," 51447.23"," 579223.5"," 976488.4","14186.858"," 460384.5"," 48603.666"," 76683.79","3229726"," 100176.96","165904.78"," 286779.7","370444.55","146990.90","11436701","26369283","16078.836","108721.95"," 45732.00","174687.13"," 69010.09","31187.808","2967606","42988555.3"," 73916.83","2501619","1431978.9","252271.5"," 4094303.2","2720680.7","1817067","57065957","12498.132","2181806"," 1915101.2","  33775.632"," 82706.46"
"82","460384.5","31187.81"," 226029.94","12498.132"," 96695.68","395687.6"," 82706.46"," 203953.43","2042025.7"," 667543.2","  19890.480"," 63077.407"," 146990.90"," 4094303"," 51447.23","1817067"," 48603.67","238707.6"," 73916.831","12773946"," 540561.8"," 923729.7","36397768","100176.96"," 79534.32"," 8727833"," 867617.1"," 9537700"," 7704418","11436701","  66409.28"," 6677.667","195143.9","17924.823"," 10811.744","1037626.8"," 710426.4","  36507.17","269514.3","349743.2","118709.65"," 976488.4"," 811425.23","1915101","579223.5","23841.55","496886.70","71760851","1716714.3","29596538"," 252271.5"," 45732.00"," 426089.3","174687.13","185390.77","  286779.689","  28680.844","26113.65"," 89054.018","14904168","1431978.9"," 758981.9","1525593.1","2328562.6","  76683.79"," 113319.53","370444.553"," 39610.20","32662886","26369283"," 60219.439","1104681.2"," 42592.15"," 6720093"," 4771924","1613651","42988555","125174.65"," 625097.0","1344904.7","14186.858"," 329314.1"," 57115.836"," 92817.12","2720681"," 104429.16","131631.78"," 215821.4"," 69010.09","139561.41","10383149","22161389"," 9046.936","155581.11"," 54342.30","165904.78"," 85878.66","21891.626","3623209","18141408.4"," 71570.27","3229726","1263557.0","308850.3"," 5610338.3","2967606.0","2501619","57065957","16078.836","2181806"," 1183770.6","  33775.632","108721.95"
"83","460384.5","36507.17"," 195143.87","10811.744","100176.96","426089.3"," 89054.02","  31187.81","1431978.9"," 579223.5","  21891.626"," 85878.656","  69010.09"," 5610338","118709.65","1817067"," 60219.44","215821.4","146990.904","18141408"," 867617.1","1716714.3","32662886","203953.43","108721.95"," 8727833"," 976488.4"," 7704418"," 9537700","10383149","  48603.67","14186.858","185390.8","16078.836","  6677.667","1037626.8","1104681.2","  26113.65","269514.3","349743.2","131631.78"," 811425.2"," 667543.15","1613651","496886.7","33775.63","395687.64","71760851","2181805.5","42988555"," 252271.5"," 39610.20"," 540561.8","308850.30","226029.94","   76683.790","  12498.132","45732.00"," 42592.153","14904168","1183770.6"," 758981.9"," 625097.0","3623209.4","  96695.68"," 174687.13","329314.091"," 73916.83","36397768","26369283"," 54342.302"," 923729.7"," 66409.28"," 6720093"," 3229726","1344905","11436701"," 51447.23"," 710426.4","1525593.1","17924.823"," 286779.7"," 57115.836"," 71570.27","2967606","  63077.41","165904.78"," 238707.6","125174.65","155581.11","12773946","29596538"," 9046.936"," 79534.32"," 82706.46","139561.41"," 92817.12","19890.480","2501619","22161388.9","104429.16","1915101","1263557.0","370444.6"," 4771923.9","4094303.2","2720681","57065957","23841.547","2042026"," 2328562.6","  28680.844","113319.53"
"84","426089.3","33775.63"," 238707.58","12498.132"," 96695.68","329314.1"," 73916.83","  45732.00","1263557.0"," 395687.6","  17924.823"," 48603.666"," 118709.65"," 6720093"," 92817.12","1817067"," 57115.84","203953.4","108721.945","18141408"," 667543.2","1915101.2","22161389","185390.77"," 89054.02"," 5610338"," 579223.5"," 9537700","14904168"," 7704418"," 625096.99","10811.744","195143.9","21891.626","  9046.936"," 976488.4","1344904.7","  23841.55","226029.9","286779.7","139561.41"," 923729.7"," 710426.42","1613651","460384.5","39610.20","496886.70","71760851","4771923.9","32662886"," 349743.2"," 60219.44"," 540561.8","308850.30","174687.13","   69010.087","  16078.836","54342.30","  6677.667","12773946","1525593.1"," 811425.2","1037626.8","2328562.6"," 146990.90"," 100176.96"," 36507.168"," 63077.41","42988555","36397768"," 42592.153"," 758981.9"," 71570.27"," 8727833"," 3229726","1431979","10383149"," 51447.23"," 867617.1","1183770.6","14186.858"," 269514.3","104429.164"," 82706.46","2720681","  66409.28","165904.78"," 370444.6","131631.78","155581.11","11436701","26369283","19890.480","113319.53"," 85878.66","215821.41"," 76683.79","31187.808","2042026","29596537.8"," 79534.32","2501619","1104681.2","252271.5"," 3623209.4","4094303.2","2181806","57065957","26113.646","2967606"," 1716714.3","  28680.844","125174.65"
"85","308850.3","39610.20"," 370444.55","19890.480"," 92817.12","395687.6"," 85878.66"," 286779.69","1613650.9"," 758981.9","  28680.844"," 71570.274"," 113319.53"," 4771924","155581.11","1525593"," 66409.28","226029.9"," 76683.790","11436701"," 625097.0","1915101.2","32662886","174687.13"," 79534.32","12773946","1263557.0"," 6720093"," 9537700","10383149","  82706.46","12498.132","195143.9","14186.858","  9046.936"," 923729.7","1104681.2","  23841.55","238707.6","349743.2","118709.65"," 811425.2"," 579223.45","1716714","667543.2","21891.63","496886.70","57065957","2967606.0","26369283"," 252271.5"," 63077.41"," 426089.3","185390.77","215821.41","  329314.091","  33775.632","45732.00","  6677.667","18141408"," 867617.1"," 710426.4"," 460384.5","2181805.5","  96695.68"," 104429.16"," 10811.744"," 48603.67","36397768","29596538"," 60219.439"," 976488.4"," 42592.15"," 8727833"," 5610338","1344905","71760851"," 54342.30"," 540561.8","1037626.8","16078.836","1183770.6","139561.408"," 89054.02","2720681","  51447.23","131631.78"," 203953.4","125174.65","146990.90","14904168","22161389","26113.646"," 57115.84"," 69010.09","269514.28","100176.96","17924.823","3229726"," 7704418.2"," 73916.83","2042026","1431978.9","165904.8"," 2328562.6","4094303.2","2501619","42988555","31187.808","3623209"," 1817066.5","  36507.168","108721.95"
"86","329314.1","26113.65"," 139561.41","10811.744","118709.65","370444.6"," 82706.46","  79534.32","1344904.7"," 540561.8","  28680.844"," 42592.153","  63077.41"," 6720093","125174.65","1817067"," 57115.84","238707.6"," 69010.087","12773946"," 625097.0","1613650.9","36397768","155581.11"," 92817.12","10383149"," 923729.7"," 5610338","18141408"," 7704418","  60219.44"," 6677.667","203953.4","19890.480"," 71570.274"," 976488.4","1037626.8"," 100176.96","252271.5","286779.7"," 73916.83"," 867617.1"," 811425.23","1525593","426089.3","21891.63","395687.64","71760851","3623209.4","29596538"," 226029.9","104429.16"," 579223.5","185390.77","165904.78","  308850.304","  85878.656","31187.81","  9046.936","11436701","1716714.3"," 496886.7"," 758981.9","2042025.7"," 710426.42"," 174687.13"," 51447.231"," 45732.00","42988555","26369283"," 54342.302","1431978.9"," 33775.63"," 9537700"," 4094303","1183771","14904168"," 36507.17"," 667543.2","1263557.0","12498.132"," 146990.9"," 66409.277","108721.95","2501619","  39610.20","195143.87"," 215821.4","460384.47","131631.78"," 8727833","32662886","17924.823","113319.53"," 48603.67","349743.15"," 89054.02","14186.858","2967606","22161388.9"," 76683.79","1915101","1104681.2","269514.3"," 4771923.9","3229726.2","2328563","57065957","23841.547","2720681"," 2181805.5","  16078.836"," 96695.68"
"87","308850.3","31187.81"," 195143.87","14186.858"," 71570.27","329314.1"," 54342.30"," 146990.90","2042025.7"," 540561.8","  17924.823"," 33775.632","  73916.83"," 6720093"," 79534.32","1613651"," 48603.67","155581.1","113319.532","11436701"," 811425.2","1716714.3","42988555","118709.65"," 89054.02"," 9537700"," 867617.1"," 7704418"," 3229726","10383149"," 165904.78"," 9046.936","139561.4","12498.132"," 76683.790"," 976488.4","1183770.6"," 349743.15","203953.4","238707.6"," 92817.12","1037626.8"," 426089.28","1817067","579223.5","28680.84","496886.70","71760851","4094303.2","22161389"," 252271.5"," 39610.20"," 758981.9","215821.41","131631.78","  286779.689"," 174687.132","36507.17","  6677.667","12773946","1263557.0"," 625097.0"," 667543.2","2967606.0"," 100176.96","  96695.68"," 26113.646"," 45732.00","26369283","18141408"," 51447.231"," 923729.7"," 42592.15"," 8727833"," 5610338","1431979","32662886"," 57115.84"," 710426.4","1525593.1","10811.744"," 395687.6"," 69010.087"," 60219.44","3623209","  85878.66","104429.16"," 269514.3","460384.47","125174.65","14904168","29596538","16078.836","370444.55"," 66409.28","185390.77"," 63077.41","19890.480","2328563","36397767.5"," 82706.46","2181806","1104681.2","226029.9"," 1344904.7","4771923.9","2720681","57065957","21891.626","2501619"," 1915101.2","  23841.547","108721.95"
"88","308850.3","31187.81"," 286779.69","17924.823","125174.65","329314.1"," 82706.46"," 496886.70","2181805.5"," 667543.2","  26113.646"," 57115.836","  76683.79"," 5610338"," 92817.12","1817067"," 69010.09","215821.4","146990.904","14904168"," 540561.8"," 426089.3","36397768","155581.11"," 96695.68"," 7704418"," 923729.7"," 8727833","11436701"," 9537700"," 118709.65"," 9046.936","203953.4","16078.836","  6677.667","1263557.0","1525593.1","  28680.84","226029.9","269514.3","131631.78","1183770.6"," 811425.23","2328563","579223.5","33775.63","460384.47","57065957","1716714.3","26369283"," 349743.2"," 71570.27"," 710426.4","185390.77","195143.87","   48603.666","  10811.744","42592.15"," 19890.480","12773946","1344904.7"," 976488.4"," 370444.6","1613650.9"," 108721.95"," 113319.53"," 73916.831"," 36507.17","29596538","18141408"," 54342.302","1037626.8"," 39610.20","10383149"," 4771924","2042026","71760851"," 51447.23"," 625097.0","1431978.9","12498.132"," 758981.9"," 60219.439","100176.96","2720681","  89054.02","139561.41"," 395687.6","252271.47","174687.13"," 6720093","22161389","14186.858"," 79534.32"," 63077.41","165904.78"," 85878.66","45732.003","2967606","32662886.2"," 66409.28","2501619","1104681.2","238707.6"," 4094303.2","3623209.4","1915101","42988555","21891.626","3229726","  867617.1","  23841.547","104429.16"
"90","349743.2","26113.65"," 215821.41","12498.132"," 96695.68","395687.6"," 71570.27","  66409.28","2181805.5"," 426089.3","  23841.547"," 60219.439","  92817.12"," 7704418","104429.16","1915101"," 51447.23","226029.9","113319.532","22161389"," 811425.2","1716714.3","42988555","185390.77","100176.96"," 8727833"," 540561.8"," 9537700"," 6720093","11436701"," 203953.43"," 6677.667","195143.9","10811.744"," 16078.836","1037626.8","1613650.9","  19890.48","252271.5","329314.1","108721.95"," 976488.4"," 579223.45","1525593","496886.7","31187.81","460384.47","71760851","2501618.8","36397768"," 286779.7"," 57115.84"," 710426.4","146990.90","269514.28","   69010.087","  45732.003","36507.17"," 28680.844","14904168","1183770.6"," 625097.0","1431978.9","2042025.7","  85878.66"," 155581.11","139561.408"," 39610.20","32662886","29596538"," 42592.153"," 667543.2"," 54342.30","10383149"," 4771924","1263557","18141408"," 48603.67"," 758981.9","1344904.7","14186.858","1104681.2"," 63077.407"," 82706.46","3623209","  73916.83","118709.65"," 308850.3","238707.58","174687.13","12773946","26369283"," 9046.936","165904.78"," 76683.79","131631.78"," 79534.32","17924.823","3229726"," 4094303.2"," 89054.02","2720681"," 923729.7","370444.6","  867617.1","5610338.3","2967606","57065957","21891.626","2328563"," 1817066.5","  33775.632","125174.65"
