"Sample","Label","X1.Methyladenosine..282.1...150.0.","X1.Methylhistamine..126.0...109.0.","X2.Aminoadipate..160.1...116.0.","X2..Deoxyuridine..229.1...113.0.","X3.Nitro.tyrosine..225.0...179.3.","X4.Pyridoxic.acid..182.1...138.0.","X5.Hydroxytryptophan..221.0...134.0.","Acetoacetate..101.0...57.0.","Acetylcholine..146.1...87.0.","Aconitate..173.0...129.0.","Adenosine..268.1...136.0.","Adenylosuccinate..462.1...79.0.","Adipic.Acid..144.9...83.0.","Alanine..90.0...44.0.","Allantoin..157.0...114.0.","Alpha.Ketoglutaric.Acid..145.0...101.0.","Aminoisobutyrate..104.1...86.0.","AMP..346.1...134.0.","Anthranilate..136.0...118.0.","Arginine..175.1...70.0.","Asparagine..133.1...74.0.","Aspartic.Acid..132.0...88.0.","Betaine..118.0...58.0.","Biotin..243.1...200.0.","Carnitine..163.1...85.0.","Choline..104.1...60.0.","Citraconic.Acid..129.0...85.0.","Citrulline..174.0...131.0.","Creatinine..114.1...44.0.","Cystamine..153.0...108.0.","Cystathionine..221.1...134.0.","Cystine..239.0...97.0.","Cytidine..244.1...112.0.","Cytosine..112.0...95.0.","D.GA3P.DHAP..168.9...78.8.","Dimethylglycine..104.1...58.0.","D.Leucic.Acid..133.1...87.0.","DTMP..321.1...79.0.","Epinephrine..184.1...166.3.","Erythrose..199.0...97.0.","F16BP.F26BP..339.0...79.0.","Fructose..179.0...89.0..3..","Fumaric..115.0...71.0.","G16BP..339.0...79.0..2..","gama.Aminobutyrate..102.1...85.0.","Glucoronate..193.0...113.0.","Glucose..179.0...89.0.","Glutamic.acid..148.1...84.0.","Glutamine..147.1...84.0.","Glutaric.Acid..131.0...87.0.","Glyceraldehyde..89.0...59.0.","Glycerate..105.0...75.0.","Glycerol.3.P..171.0...79.0.","Glycine..76.0...30.2.","Glycochenodeoxycholate..448.3...74.0.","Glycocholate..464.3...74.0.","Guanidinoacetate..116.1...70.0.","Guanosine..284.1...152.0.","Histidine..156.1...110.0.","Homogentisate..167.0...123.0.","Homovanilate..181.0...137.0.","Hydroxyproline.Aminolevulinate..132.1...86.2.","Hypoxanthine..135.0...92.0.","Hyppuric.Acid..178.0...134.0.","IMP..347.0...79.0.","Inosine..269.1...137.0.","Kynorenate..188.0...144.0.","lactate..89.0...43.0.","Leucine.iso.Leucine..132.1...86.2..2..","Linoleic.Acid..277.1...259.0.","Linolenic.Acid..279.1...261.0.","L.Kynurenine..209.1...94.0.","Lysine..147.1...84.0..2..","Malate..133.0...115.0.","Maleic.Acid..115.0...71.0..2..","Malonic.Acid.3HBA..103.0...59.0.","Margaric.Acid..269.1...251.3.","Methionine..150.1...61.0.","MethylSuccinate..131.0...113.0.","N2.N2.Dimethylguanosine..312.1...180.0.","N.AcetylGlycine..116.0...74.0.","Niacinamide..123.0...80.0.","OH.Phenylpyruvate..179.0...107.0.","Ornithine..133.1...70.0.","Orotate..155.0...111.0.","Oxalic.Acid..89.0...61.0.","Oxaloacetate..131.0...87.0..2..","Pentothenate..218.1...88.0.","PEP..166.9...79.0.","Phenylalanine..166.1...120.2.","Proline..116.1...70.0.","Propionate..73.0...55.0.","Pyridoxal.5.P..246.0...96.9.","Pyroglutamic.Acid..130.0...83.4.","Pyruvate..87.0...43.0.","Reduced.glutatione..306.1...143.0.","Salicylurate..196.1...152.0.","Serine..106.0...60.0.","Shikimic.Acid..173.0...93.0.","Sorbitol..183.0...91.0.","Succinate.Methylmalonate..117.0...73.0.","Taurine..126.0...108.0.","Threonine..120.1...102.0.","Trimethylamine.N.oxide..76.1...58.0.","Tryptophan..205.1...146.0.","Tyrosine..182.1...136.3.","Urate..167.0...124.0.","Uridine..245.0...113.0.","Valine..118.1...72.0.","Xanthine..151.0...108.0.","Xanthosine..283.1...151.0.","Xanthurenate..204.0...160.0."
"146","H","1.931820"," 0.782835971","1.7010296"," 0.2816939476","1.2147355","1.866619","1.2370320","2.6973469","2.724206","1.907222"," 0.40964880"," 1.13070544","1.7145342","3.065609"," 1.30954813","2.576925","0.9261889","1.6928603"," 1.01615207","3.359558","2.170550","2.168839","3.839783","1.3289222","1.2300964","3.135662","2.078367","3.214345","3.389109","1.2116565"," 0.178231500","1.6203288"," 0.6814511442"," 0.6411505392","2.289183","2.522321"," 0.700069781","1.6467417","1.865403","1.4342611","2.475589","1.8358489","2.534727","2.125883","0.68508646","1.3565986","4.134426","2.450521","3.791129","1.826090","1.0090751","1.5755487","1.8145652","1.5691932"," 1.00535797"," 0.919933141"," 1.0337107"," 0.7835036253","3.678431","2.380815","2.243394","2.248769","2.666812","1.2311790","1.3150633"," 1.528368851","0.89399147","3.816441","3.743422"," 0.6717493","1.969057","1.1591891","3.312819","3.063795","2.531258","3.805377","1.0195931","2.216642","2.434325"," 2.759454e-01","2.1342379"," 0.70302982","1.2512519","2.822677","1.3025421","1.4027877","1.778842","1.3482360","1.3803436","3.296082","3.746289"," 0.511462932"," 1.1367079","1.2814972","1.1538563","1.2223783"," 0.734162099","2.773977","4.043725","1.3080814","2.683935","2.347559","1.7025543","3.123995","2.960519","2.767242","4.053449"," 0.554981381","2.822030","2.494231"," 0.730474433","1.3744619"
"147","H","1.829485"," 0.643874631","1.3080025"," 0.4503613584","1.3021112","1.868728","1.2132389","1.5590617","2.480940","1.650979"," 0.91042030"," 1.13008376","1.4491999","3.097343"," 1.07168902","2.574638","0.9646117","1.6371639"," 0.91383762","3.384099","2.164198","2.150230","3.805121","1.3082287","1.2747217","3.131472","1.872380","3.298389","3.174731","1.1838376"," 0.070192831","1.6196066"," 0.5782889948"," 0.0289014736","2.308061","2.362454"," 0.619262028","1.6403760","1.846960","1.2498302","2.438330","1.5692390","2.538980","2.063225","0.71589052","1.4333595","4.023985","2.318071","3.833715","1.764821","0.9972967","1.5539872","1.5719010","1.6507772"," 0.76288085"," 0.381960893"," 0.9509156"," 1.7181685364","3.685799","2.328454","2.192426","2.810257","2.638107","0.9172687","1.9534718"," 2.287643981","0.86070738","3.725735","3.621490"," 0.9107797","1.890018","0.9862589","3.280605","2.887376","2.553188","2.628798","1.1124874","2.257022","2.448769"," 1.894382e-01","1.6699522"," 0.86858265","1.0246637","2.980622","0.9162463","1.2986083","1.672640","1.2452171","1.4001186","3.290625","3.777501"," 0.118076477"," 1.1595259","1.1619905","1.5454957","1.1676229"," 0.848726546","2.812768","3.517579","1.3170570","2.538472","2.275849","1.8124534","3.024908","2.966747","2.781805","4.034558"," 0.463637243","2.703913","2.465872"," 0.256537946","1.3754067"
"148","H","1.769592"," 0.691397113","1.6409630"," 0.2269462326","1.0137174","1.762031","1.0270353","2.0859615","2.516236","1.740803"," 0.12228398"," 0.82935108","1.6114803","2.957618"," 0.97148586","2.507556","0.8376959","1.5484260"," 1.04751166","3.197783","2.113081","2.197944","3.657452","1.1892339","1.1132948","2.960862","1.893360","2.995136","3.245754","1.5501074","-0.348661030","1.4637435"," 0.6408978716"," 0.0474742840","2.170219","2.312703"," 0.501683044","1.5127733","1.741164","1.3398852","2.330143","1.3463384","2.521651","1.973755","0.63916068","1.2427816","3.986557","2.277942","3.760138","1.758019","0.9019881","1.4809981","1.5087375","1.6967457"," 0.36601461"," 0.846027597"," 0.7391537"," 0.8001301964","3.557418","2.206874","2.150755","2.066551","2.426276","0.8788000","1.3327273"," 1.321843840","0.60602506","3.651623","3.590009"," 0.9490871","2.080836","0.9405276","3.238406","2.925489","2.505420","3.233146","1.0267465","2.070340","2.360019"," 2.807005e-01","2.2518351"," 0.79276530","1.0044209","2.863740","1.0317218","1.2582694","1.703950","1.6371671","1.3292982","3.141703","3.644098"," 0.070306171"," 0.9880539","1.0876570","1.2867118","1.1307633"," 0.641301230","2.669258","3.781331","1.1140899","2.586897","2.247551","1.7173836","2.545274","2.814168","2.550842","3.870505"," 0.486830608","2.660389","2.394707"," 0.514427425","1.2230164"
"149","H","1.549464"," 0.451150926","1.0708231","-0.0552126964","0.7856116","1.412445","0.7714552","1.6626431","2.140527","1.555236"," 0.10235907"," 0.53818039","1.2233836","2.635963"," 0.73870625","2.138114","0.5780036","1.2093900"," 0.58586374","2.999684","1.756486","1.830417","3.368858","1.0981816","0.8850239","2.763648","1.728473","2.810920","2.877067","1.0319663"," 0.099875543","1.1275617"," 0.5090150405"," 0.5662324921","1.881632","2.107734"," 0.485085446","1.1431641","1.419565","0.9059585","2.001546","1.1944754","2.213916","1.671265","0.35087851","1.8814528","3.732610","2.346303","3.418816","1.529342","0.6624832","1.2511090","1.2523523","1.2547788"," 1.17370377"," 0.162246234"," 0.7507713"," 0.7530584994","3.319237","1.994713","1.779354","1.873885","2.101099","0.5695552","0.8184937"," 1.188267946","0.54741676","3.439946","3.403482"," 0.6115701","1.677707","0.7837036","2.982598","2.662362","2.207685","2.571556","0.9965490","1.832641","2.032814"," 1.642899e-01","1.3235740"," 0.17192254","0.7475726","2.600406","0.6684957","0.9947932","1.501127","0.8819889","0.9818711","2.863569","3.383965"," 0.043485837"," 0.3249229","0.7607505","1.1974879","0.7470911"," 0.416321835","2.343233","3.654173","0.8933363","2.195960","2.035486","1.3643879","2.199940","2.445594","2.366379","3.663206"," 0.349365567","2.571040","2.089701"," 0.109208825","0.8253737"
"151","H","1.991400"," 0.707668043","1.9609024"," 0.5291995735","1.3583622","1.955616","1.2934819","2.2807293","2.655552","2.160611"," 0.42690013"," 1.14404704","2.4009413","3.090453"," 0.99790980","2.699194","1.0044508","1.7226601"," 1.04368347","3.566082","2.272276","2.254950","3.992248","1.3551846","1.3080592","3.263880","2.318367","3.331116","3.389880","1.0589499"," 0.158271533","1.6767661"," 0.5159658034"," 0.6997553321","2.376031","2.350557"," 1.134402421","1.7307258","1.961279","1.3322908","2.521695","1.5872413","2.689030","2.153040","0.85920321","1.4724483","4.167869","2.391680","3.946882","1.994665","1.1323619","1.4364923","1.5126121","2.0523503"," 1.35633634"," 0.788780520"," 0.8025666"," 1.1052534072","3.623594","2.327117","2.297125","2.789734","2.390540","1.4583724","1.1171143"," 1.476598320","0.81578058","3.786235","3.645004"," 0.8502949","1.989113","1.2185771","3.452820","3.198831","2.676182","3.423032","1.0634327","2.233264","2.512956"," 3.401217e-01","2.4407490"," 0.69507212","1.2646406","3.008902","1.3221990","1.3272034","2.012726","2.1210393","1.5018919","3.236914","3.809241"," 0.245345101"," 0.9534074","1.3785988","1.5694481","1.4205352"," 0.825883575","2.948463","2.807099","1.2228654","2.644983","2.310822","1.8735533","3.227870","2.899692","2.746225","4.047050"," 0.736691511","2.676018","2.408042"," 0.878883812","1.3363540"
"152","H","1.349235"," 0.305187756","1.0990411","-0.2253799912","0.6531382","1.237457","0.5406541","2.1602210","1.935744","1.488613","-0.24009620"," 0.58082779","1.0994856","2.438801"," 0.57508977","1.901681","0.1905297","0.9745868"," 0.79372305","2.821813","1.516092","1.779652","3.166917","0.7506579","0.6703234","2.557237","1.633975","2.451131","2.603369","1.2303176","-0.414029728","0.9380022"," 0.0341484086"," 0.5215338164","1.680355","1.970439"," 0.147827513","0.9644399","1.237320","0.8154762","1.804976","0.9766836","1.881260","1.474037","0.02807927","0.9507686","3.538801","1.876672","3.176473","1.242776","0.3847301","1.2445517","1.0680190","0.9909290"," 0.74236725"," 0.032455312"," 0.3181887"," 0.1311523552","2.995825","1.866798","1.600411","1.804892","1.930922","0.6214853","0.6296531"," 0.537531206","0.37862344","3.184354","3.026587"," 0.5772403","1.672123","0.3363988","2.732318","2.393977","1.877050","3.255850","0.4456619","1.485138","1.773924","-2.673017e-01","1.6490887","-0.07728870","0.5307626","2.274337","0.5928962","0.7559346","1.303995","1.2797501","0.8101722","2.671069","3.086734","-0.265463974"," 0.7590870","0.4091727","0.8339973","0.5624087"," 0.128198978","2.068659","2.850033","0.6254297","2.020752","1.928804","1.1103521","1.791525","2.165441","2.098908","3.497619"," 0.006473933","2.142252","1.805172","-0.113481935","0.6123732"
"153","H","1.966605"," 0.642945823","1.6315462"," 0.3870227993","1.2800008","1.825841","1.1544533","2.1158784","2.715866","2.102586"," 0.27963895"," 0.80313866","2.2664144","3.099989"," 1.12181727","2.535805","0.9816619","1.5934237"," 1.17017434","3.381129","2.102231","2.435280","3.962406","1.3217190","1.3504104","3.450801","2.272390","3.221528","3.305413","1.4081880"," 0.793058851","1.6036958"," 0.7945410386"," 1.1085050452","2.265310","2.273005"," 1.050461826","1.6384151","1.804817","1.5714246","2.387321","1.6935752","2.500471","2.061686","0.78996115","1.8392810","4.160764","2.800107","3.769903","1.888591","1.1425441","1.8013251","1.5203787","1.4913482"," 1.92974755"," 1.229566585"," 0.9853747"," 0.8439188975","3.539099","2.487159","2.214655","2.284429","2.292658","1.5393643","1.3699543"," 1.352412383","0.91706523","3.841126","3.712688"," 0.7929416","1.987599","1.2758857","3.318237","3.226434","2.477999","3.325961","0.9726695","2.151086","2.299793"," 6.080335e-01","1.6942298"," 0.64274336","1.1746493","3.029843","1.3234774","1.4161242","1.883410","1.5996425","1.3854323","3.330086","3.781695"," 0.390820958"," 1.4367852","1.2403106","1.4035729","1.1635935"," 0.836935478","2.688440","3.789443","1.4014538","2.676359","2.315055","1.7000899","2.849198","2.975876","2.867281","4.113791"," 0.506704340","2.747080","2.311809"," 0.758551778","1.3873193"
"154","H","1.526737"," 0.543521666","1.3486419"," 0.0335347686","0.9486526","1.567562","0.8657055","2.2998481","2.118433","1.647787"," 0.06118203"," 0.71662954","1.7282494","2.577618"," 0.93981781","2.264191","0.5722933","1.3292877"," 0.90002175","3.164818","1.736013","2.127173","3.473251","1.1114710","0.9041163","2.794116","1.753207","2.780714","2.822927","0.7555028"," 0.090889613","1.2797624"," 0.1750182439","-0.1345804876","1.944350","1.951189"," 0.310548745","1.3634261","1.512187","0.9966493","2.090943","1.2889283","2.239466","1.789861","0.50546440","0.9723247","3.801349","2.240232","3.512752","1.569500","0.6531496","1.4093512","1.2874349","1.4646558"," 1.29016997"," 0.733670876"," 0.5755300"," 0.4889926732","3.183195","1.943361","1.868847","2.121945","2.365247","0.9120582","0.8882975"," 1.164660994","0.48286959","3.447266","3.248394"," 0.5846410","1.835358","0.6115663","2.967957","2.632345","2.238404","3.452476","0.7309428","1.754335","2.011592","-9.170594e-02","1.7718428"," 0.27665445","0.7357442","2.432509","0.9474122","0.9911753","1.599466","0.9162443","1.0556352","2.890175","3.289776","-0.079627552"," 1.0779002","0.6777886","1.1498184","1.0179564"," 0.386792279","2.525846","3.468010","0.7727098","2.246218","2.182334","1.3601610","2.549457","2.499220","2.260598","3.664595"," 0.338010047","2.295981","2.193458"," 0.245655159","0.8942899"
"155","H","2.159363"," 0.760873582","2.0499477"," 0.4650743692","1.2246870","1.917475","1.2190970","2.2158819","2.714925","2.197184"," 0.38503713"," 0.98109052","1.7470919","3.139928"," 1.70412504","2.673067","1.0684660","1.7031961"," 1.37779784","3.447699","2.154567","2.496118","3.865071","1.2593360","1.2718692","3.418519","2.347288","3.436517","3.537173","1.7866536"," 0.622067590","1.6331986"," 0.9710819990"," 0.6674971855","2.358118","1.992199"," 1.001059174","1.6880335","1.893758","1.3080542","2.481738","1.5971622","2.702832","2.140861","0.77985177","1.6149735","4.130838","2.711333","3.905684","1.954852","0.9850067","1.9284892","1.5819686","2.0561738"," 1.70543032"," 0.907841728"," 0.8948795","-0.2005570807","3.577151","2.498303","2.210431","2.626965","2.711237","1.7713753","1.3010276"," 0.091265402","1.04643766","3.804879","3.620470"," 1.4190797","2.438799","1.3818044","3.257658","3.152093","2.679406","3.539180","1.1279646","2.233941","2.447352"," 8.347793e-01","2.1785740"," 1.05817397","1.1475811","2.924534","1.1774213","1.3729109","1.951443","1.9655331","1.5023408","3.334819","3.920972","-0.010095125"," 1.6543894","1.3198924","1.4998117","1.2190409"," 0.950055913","2.834021","3.896752","1.2006742","2.725010","2.378103","1.8048288","3.599773","2.678713","2.674549","4.153754"," 0.376448927","2.726344","2.572290"," 0.890121479","1.2025359"
"156","H","1.325213"," 0.202032205","0.9627806","-0.1143571184","0.7722337","1.442645","0.7168373","0.9782899","1.913791","1.555291","-0.39755397"," 0.63053306","0.9641375","2.602198"," 0.72914250","2.119608","0.4338348","1.1844536"," 0.69877974","3.075905","1.662466","1.994063","3.282914","0.8990004","0.7899235","2.728290","1.684319","2.846575","2.708985","0.8801441","-0.658946481","1.0740814"," 0.2394985009"," 0.2978786132","1.889307","1.705998"," 0.152194657","1.2430128","1.412256","0.9767505","1.978258","1.0874997","2.162160","1.648844","0.32092092","1.0429359","3.609989","2.023070","3.347989","1.368593","0.5309021","1.4425998","1.2178636","1.2449078"," 0.93213135"," 0.244062743"," 0.4202673"," 0.4964199222","3.121145","1.843945","1.746519","1.681643","1.851273","1.8771502","0.8889978","-0.332605842","0.43331613","3.277105","3.141621"," 0.4487475","1.547386","0.5059517","2.830330","2.667481","2.177259","2.204013","0.5262805","1.671362","1.959372","-1.800083e-01","1.5378888"," 0.22124614","0.5946487","2.244256","0.6769340","0.9011945","1.320432","0.9040523","0.8490677","2.838690","3.168288","-0.281403770"," 0.3495475","0.5859233","1.0210234","0.7239132"," 0.325298426","2.210762","2.336671","0.7396956","2.244324","1.827926","1.3338289","2.181684","2.380632","2.167964","3.514017"," 0.123800116","2.229845","1.921199"," 0.202453846","0.7901155"
"157","H","1.438277"," 0.416978401","1.1488060","-0.0872294008","0.7681089","1.441505","0.7215802","2.3260471","2.115334","1.733932"," 1.03245403"," 0.61668927","1.2596690","2.558113"," 0.61825145","2.082376","0.4801979","1.1760611"," 0.80874595","3.026993","1.644604","1.662908","3.492249","0.8342361","0.9245314","2.732857","1.870482","2.853087","2.722441","0.5432280","-0.068108191","1.1485922"," 0.2252688490"," 0.9041638918","1.844307","2.101310"," 1.368716750","1.1966456","1.411785","0.9442221","1.994348","1.2543255","2.149971","1.647459","0.20485120","1.0136808","3.702482","2.073732","3.360852","1.689579","0.4832833","1.5164914","1.1743116","1.1922244"," 1.56368945"," 0.458143135"," 0.5248769"," 0.4269633928","3.140443","1.841917","1.690552","1.770317","2.123094","1.0199220","0.8944862"," 0.879982142","0.75372143","3.396103","3.301622"," 0.6569486","1.806980","0.5056957","2.828582","2.694253","2.164218","3.523797","0.5085056","1.631255","1.893667","-1.268965e-01","1.3222656","-0.28746116","0.6295034","2.523396","0.7438560","0.9613351","1.790693","0.8131933","0.8810818","2.848194","3.344172"," 0.028735337"," 1.1760590","0.5685178","1.0724609","0.7561517"," 0.539897750","2.347278","3.153555","0.7859318","2.205800","2.051434","1.2676495","2.216368","2.367296","2.239885","3.561605"," 0.066716624","2.381538","1.956606","-0.060376750","0.7920884"
"158","H","1.556337"," 0.302117245","1.2242468"," 0.0765075865","0.9379666","1.540631","0.9048414","1.9794958","2.248531","1.665449"," 1.83047756"," 0.69204507","1.1010027","2.632977"," 0.83704085","2.191115","0.6530342","1.4051031"," 0.80358812","3.042794","1.822304","1.591844","3.474593","0.9532681","0.9345593","2.942559","1.827196","2.817555","3.046642","0.7225068","-0.207993762","1.2568140"," 0.2154008379"," 1.0183418472","1.946875","2.088176"," 1.220374678","1.3613164","1.511016","0.9295131","2.065810","1.3904246","2.227385","1.737269","0.38809201","1.0538963","3.804093","1.996946","3.413824","1.570379","0.6402757","1.3600359","1.2886815","1.1751996"," 1.68947101"," 0.727662855"," 0.7412416"," 0.8657740574","3.173604","2.053298","1.877858","1.793801","2.003607","0.9213330","0.7620734"," 1.239954636","0.67325937","3.468126","3.374714"," 0.5909613","1.704978","0.6652078","2.999129","2.657820","2.217858","3.405784","0.6048536","1.824175","2.073691","-2.181333e-02","1.8237666"," 0.11557204","0.7833738","2.429987","1.0270600","1.0626931","1.471739","1.1070998","1.0680189","2.979859","3.361386"," 0.224073053"," 0.7686039","0.7296778","1.0450430","0.8354083"," 0.350750498","2.392317","3.736891","0.8784022","2.297290","1.923978","1.3616773","2.217267","2.579956","2.360305","3.726497"," 0.124529161","2.487535","1.853802"," 0.317926584","0.9632236"
"159","P","1.311543"," 0.306667564","1.0725434","-0.1385155339","0.5559207","1.236329","0.6999153","1.3143421","1.917752","1.476472"," 0.20877951","-0.40171993","0.5666280","2.426217"," 0.17094108","1.966199","0.5351024","1.0578735"," 0.01317480","3.017317","1.480851","1.903698","3.193296","0.8518299","0.6697627","2.847882","1.674381","2.605832","2.746388","0.4798487","-0.236975307","1.1238162","-0.0088676546"," 0.8244046648","1.718586","1.766444"," 0.653670676","1.0453194","1.423008","1.1017940","1.640972","0.7376893","2.244486","1.424554","0.24033276","1.4530931","3.394649","2.024861","3.290114","1.366428","0.4286151","1.0790349","1.1367023","1.1500348"," 1.05875593"," 0.274960904"," 0.1910988"," 0.0499929937","3.151544","1.763988","1.803275","1.666188","2.111309","1.2505626","0.6442656"," 0.623981560","0.24207702","3.018287","3.081614"," 0.6773109","1.881718","0.2518660","2.662139","2.289117","2.181000","2.887132","0.5789160","1.491313","1.742760","-1.068687e-01","1.5606186"," 0.19464752","0.5787657","2.224447","0.4670777","0.5394578","1.453691","0.8328257","0.7545809","2.743365","3.199073","-0.234360754"," 1.5353230","0.6065688","0.6954330","0.7556159","-0.053790948","2.158566","2.268159","0.6683329","1.833707","1.909898","1.2228245","2.286976","2.209291","2.117848","3.437204","-0.011200478","2.119464","1.983988","-0.092148676","0.7300418"
"160","P","1.076898"," 0.028651594","0.7399185","-0.1766305262","0.5972020","1.170287","0.5866105","1.3731837","1.988676","1.231318","-0.03037750","-0.17742284","0.4317354","2.494147","-0.01309724","1.852887","0.4411968","0.9602500","-0.08782126","2.907715","1.659317","1.594859","3.195450","0.8029436","0.7703114","2.847776","1.443379","2.608475","2.775097","1.2428752"," 0.032327740","1.0163345","-0.2056672009","-0.0900974222","1.586017","2.100365","-0.135032026","0.9513035","1.303746","0.8217064","1.541754","0.4525204","1.920087","1.315682","0.08020386","1.2746404","3.460455","1.825174","3.150412","1.219836","0.4283119","1.0318134","1.3744451","0.9281387"," 0.74411588","-0.459919112"," 0.2843978","-0.6262898530","3.044938","1.653703","1.508505","1.530470","1.908806","0.5094881","0.5100857"," 0.431908718","0.27834140","3.068936","3.135510"," 0.3022809","1.674955","0.3358348","2.801974","2.413397","1.841892","2.951479","0.4597328","1.619441","1.879775","-4.050077e-01","1.5020479"," 0.40411607","0.6256463","2.368158","0.6691484","0.6553178","1.207141","1.0747863","0.6661100","2.805547","3.094615","-0.038641842","-0.1961491","0.5474571","0.6240207","0.6342829","-0.303477607","2.112602","2.037994","0.6876516","1.891000","1.706578","1.1096250","1.952152","2.116901","2.225878","3.375799","-0.015882703","2.169288","2.215820","-0.006527720","0.6524242"
"161","P","1.745671"," 0.705844051","1.4393018"," 0.2847627689","1.0326606","1.831097","1.1755135","1.4768737","2.783085","1.927587"," 0.44637278"," 0.28826123","1.1369810","3.083356"," 0.96965549","2.592661","1.0163770","1.6201421"," 0.14510519","3.520613","2.215547","2.291032","3.902002","1.4765096","1.3192277","3.362695","2.117020","3.237445","3.372622","1.6053428"," 0.187700882","1.5518518"," 0.3428692039"," 0.9302592657","2.256785","2.403381"," 0.574784877","1.6320861","1.887809","1.3680233","2.199531","1.2199131","2.695567","1.926903","0.80757273","1.9344078","3.946676","2.501159","3.858567","1.763502","0.9145437","1.4123772","1.7380649","1.5411113"," 1.34337731"," 0.594204494"," 1.0193239"," 0.6603474695","3.697527","2.425286","2.264727","2.229006","2.765326","1.0587343","0.9636271"," 1.535451315","1.01703633","3.642212","3.801597"," 1.0629328","2.216512","1.0444867","3.348618","3.011699","2.659212","3.197227","1.0777515","2.199188","2.468552"," 2.670178e-01","1.7570253"," 0.88774084","1.0389234","2.882421","1.0449827","1.2297270","1.690918","1.3867906","1.2841796","3.377173","3.827814"," 0.305886946"," 1.2368109","1.2681107","1.2334984","1.2659015"," 0.554786326","2.633717","2.871772","1.2653784","2.487804","2.238134","1.8636270","2.599961","2.736203","2.749556","4.092010"," 0.494670780","2.821498","2.566020"," 0.467403383","1.2457599"
"162","P","1.618600"," 0.481362340","1.1409338"," 0.2106361268","0.9661619","1.686960","1.0140591","1.5930011","2.384649","1.581124"," 0.46020355"," 0.15550616","1.0017118","2.863087"," 0.59126825","2.324182","0.8648586","1.4477424"," 0.37555524","3.401288","1.926880","2.320705","3.545809","1.2056752","1.1014170","3.112212","1.728039","3.032902","3.189655","0.9492951"," 0.263980859","1.4805748"," 0.0911547977"," 1.0880881452","2.106915","2.097223"," 0.313664294","1.4437911","1.777810","1.2556210","2.084513","1.0045799","2.441335","1.814880","0.54403601","1.8272906","3.786431","2.491083","3.606383","1.555208","0.7733178","1.2839482","1.5681389","1.4677130"," 1.65055987"," 0.753976469"," 0.7600830"," 0.5670740259","3.446495","2.124775","2.088437","1.960158","2.515364","1.2545574","0.8470848"," 1.219871845","0.56617560","3.433468","3.555002"," 0.8381580","2.017432","0.8139457","3.112905","2.750033","2.379179","3.149067","0.9328506","1.951244","2.180222"," 9.516378e-02","1.9175889"," 0.73322363","0.9086717","2.623991","0.9824875","1.0406677","1.660763","1.1838961","1.1836831","3.224222","3.558088"," 0.077825519"," 1.9158957","1.0501972","0.9671289","1.1802784"," 0.483724772","2.590718","2.095428","1.0805620","2.297907","2.092958","1.6022386","2.701642","2.634466","2.511293","3.836410"," 0.384807234","2.622854","2.415307"," 0.242202027","1.1856076"
